mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,mean_loss,std_folds,param_set_index
0.02027592658996582,0.0008387296503162079,0.00254974365234375,0.0001765067731414703,0.03,3,50,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 50}",-0.12400994349104966,-0.12414863901169423,-0.12987165352136945,-0.13347219563676752,-0.12477055352192754,-0.12725459703656167,0.003790850592233732,61,-0.1252210053250526,-0.12258881568004161,-0.123298805045768,-0.12365475870001312,-0.12364568081778356,-0.12368181311373179,0.0008616830876466648,0.12725459703656167,0.003790850592233732,0
0.032767295837402344,0.0013323117937764125,0.002485322952270508,0.00018635113380566473,0.03,3,100,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 100}",-0.03024742426888305,-0.0305418562048582,-0.036002877445241076,-0.04133846481193517,-0.03154258216973099,-0.0339346409801297,0.0042408185617270585,57,-0.03095757886801077,-0.030169397283765265,-0.030372542714622097,-0.030673514547621506,-0.030552277072179623,-0.03054506209723985,0.00026743566086122724,0.0339346409801297,0.0042408185617270585,1
0.055926275253295896,0.0038121743305190663,0.0034314632415771485,0.0016237349525623616,0.03,3,200,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 200}",-0.005092784613159245,-0.0049997805975262625,-0.008720913668251607,-0.01157023290525572,-0.005959649082385103,-0.007268672173315588,0.002538043624522771,49,-0.005165324508280846,-0.005035390218016604,-0.00500918761698891,-0.0050683228391678135,-0.005060967556042696,-0.005067838547699374,5.299770437947346e-05,0.007268672173315588,0.002538043624522771,2
0.07093515396118164,0.005405566602610624,0.002380704879760742,0.0004173346421724432,0.03,3,400,"{'learning_rate': 0.03, 'max_depth': 3, 'n_estimators': 400}",-0.003170466592161467,-0.003212798002172626,-0.00596097081423435,-0.008215666686524214,-0.003887236330682604,-0.0048894276851550525,0.0019484543831339316,45,-0.0031620512650378505,-0.0031500694031218247,-0.0031615101986135637,-0.003157988868437514,-0.0031640102381981353,-0.003159125994681778,4.927725165849839e-06,0.0048894276851550525,0.0019484543831339316,3
0.022205400466918945,0.0014408080231266612,0.002205657958984375,0.0003419456214148551,0.03,5,50,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 50}",-0.12400994349104966,-0.12414863901169423,-0.12987165352136945,-0.13347219563676752,-0.12477055352192754,-0.12725459703656167,0.003790850592233732,61,-0.1252210053250526,-0.12258881568004161,-0.123298805045768,-0.12365475870001312,-0.12364568081778356,-0.12368181311373179,0.0008616830876466648,0.12725459703656167,0.003790850592233732,4
0.037989044189453126,0.002275493921238003,0.0021827220916748047,9.019384616077123e-05,0.03,5,100,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 100}",-0.03024742426888305,-0.0305418562048582,-0.036002877445241076,-0.04133846481193517,-0.03154258216973099,-0.0339346409801297,0.0042408185617270585,57,-0.03095757886801077,-0.030169397283765265,-0.030372542714622097,-0.030673514547621506,-0.030552277072179623,-0.03054506209723985,0.00026743566086122724,0.0339346409801297,0.0042408185617270585,5
0.05315132141113281,0.002690509648315828,0.0027532577514648438,0.0011103519425876673,0.03,5,200,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 200}",-0.005092784613159245,-0.0049997805975262625,-0.008720913668251607,-0.01157023290525572,-0.005959649082385103,-0.007268672173315588,0.002538043624522771,49,-0.005165324508280846,-0.005035390218016604,-0.00500918761698891,-0.0050683228391678135,-0.005060967556042696,-0.005067838547699374,5.299770437947346e-05,0.007268672173315588,0.002538043624522771,6
0.07345519065856934,0.002437587992310349,0.002215003967285156,2.3716885139747882e-05,0.03,5,400,"{'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 400}",-0.003170466592161467,-0.003212798002172626,-0.00596097081423435,-0.008215666686524214,-0.003887236330682604,-0.0048894276851550525,0.0019484543831339316,45,-0.0031620512650378505,-0.0031500694031218247,-0.0031615101986135637,-0.003157988868437514,-0.0031640102381981353,-0.003159125994681778,4.927725165849839e-06,0.0048894276851550525,0.0019484543831339316,7
0.021782445907592773,0.0028828739334926263,0.002042198181152344,7.571606530701395e-05,0.03,7,50,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 50}",-0.12400994349104966,-0.12414863901169423,-0.12987165352136945,-0.13347219563676752,-0.12477055352192754,-0.12725459703656167,0.003790850592233732,61,-0.1252210053250526,-0.12258881568004161,-0.123298805045768,-0.12365475870001312,-0.12364568081778356,-0.12368181311373179,0.0008616830876466648,0.12725459703656167,0.003790850592233732,8
0.04122328758239746,0.0024972839560393175,0.002071523666381836,4.834823109672388e-05,0.03,7,100,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 100}",-0.03024742426888305,-0.0305418562048582,-0.036002877445241076,-0.04133846481193517,-0.03154258216973099,-0.0339346409801297,0.0042408185617270585,57,-0.03095757886801077,-0.030169397283765265,-0.030372542714622097,-0.030673514547621506,-0.030552277072179623,-0.03054506209723985,0.00026743566086122724,0.0339346409801297,0.0042408185617270585,9
0.05170507431030273,0.003261468755511204,0.002164745330810547,2.0579597913980016e-05,0.03,7,200,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 200}",-0.005092784613159245,-0.0049997805975262625,-0.008720913668251607,-0.01157023290525572,-0.005959649082385103,-0.007268672173315588,0.002538043624522771,49,-0.005165324508280846,-0.005035390218016604,-0.00500918761698891,-0.0050683228391678135,-0.005060967556042696,-0.005067838547699374,5.299770437947346e-05,0.007268672173315588,0.002538043624522771,10
0.06853065490722657,0.0027869807596128454,0.0021951675415039064,8.208366307994073e-05,0.03,7,400,"{'learning_rate': 0.03, 'max_depth': 7, 'n_estimators': 400}",-0.003170466592161467,-0.003212798002172626,-0.00596097081423435,-0.008215666686524214,-0.003887236330682604,-0.0048894276851550525,0.0019484543831339316,45,-0.0031620512650378505,-0.0031500694031218247,-0.0031615101986135637,-0.003157988868437514,-0.0031640102381981353,-0.003159125994681778,4.927725165849839e-06,0.0048894276851550525,0.0019484543831339316,11
0.021360015869140624,0.0041282919528131045,0.002031373977661133,4.9683914926226034e-05,0.03,9,50,"{'learning_rate': 0.03, 'max_depth': 9, 'n_estimators': 50}",-0.12400994349104966,-0.12414863901169423,-0.12987165352136945,-0.13347219563676752,-0.12477055352192754,-0.12725459703656167,0.003790850592233732,61,-0.1252210053250526,-0.12258881568004161,-0.123298805045768,-0.12365475870001312,-0.12364568081778356,-0.12368181311373179,0.0008616830876466648,0.12725459703656167,0.003790850592233732,12
0.03697075843811035,0.0031775775198048086,0.0028135299682617186,0.001302108853844112,0.03,9,100,"{'learning_rate': 0.03, 'max_depth': 9, 'n_estimators': 100}",-0.03024742426888305,-0.0305418562048582,-0.036002877445241076,-0.04133846481193517,-0.03154258216973099,-0.0339346409801297,0.0042408185617270585,57,-0.03095757886801077,-0.030169397283765265,-0.030372542714622097,-0.030673514547621506,-0.030552277072179623,-0.03054506209723985,0.00026743566086122724,0.0339346409801297,0.0042408185617270585,13
0.051636791229248045,0.0036633345626964804,0.0028705596923828125,0.0015241196743025517,0.03,9,200,"{'learning_rate': 0.03, 'max_depth': 9, 'n_estimators': 200}",-0.005092784613159245,-0.0049997805975262625,-0.008720913668251607,-0.01157023290525572,-0.005959649082385103,-0.007268672173315588,0.002538043624522771,49,-0.005165324508280846,-0.005035390218016604,-0.00500918761698891,-0.0050683228391678135,-0.005060967556042696,-0.005067838547699374,5.299770437947346e-05,0.007268672173315588,0.002538043624522771,14
0.0643730640411377,0.004281588646886845,0.0021988391876220704,3.175950257882274e-05,0.03,9,400,"{'learning_rate': 0.03, 'max_depth': 9, 'n_estimators': 400}",-0.003170466592161467,-0.003212798002172626,-0.00596097081423435,-0.008215666686524214,-0.003887236330682604,-0.0048894276851550525,0.0019484543831339316,45,-0.0031620512650378505,-0.0031500694031218247,-0.0031615101986135637,-0.003157988868437514,-0.0031640102381981353,-0.003159125994681778,4.927725165849839e-06,0.0048894276851550525,0.0019484543831339316,15
0.022205829620361328,0.002541337957829502,0.0020892143249511717,2.5633445773888258e-05,0.1,3,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50}",-0.007835206291781674,-0.007785394604043999,-0.011706281784054574,-0.016274323053464216,-0.008623667063066378,-0.010444974559282168,0.003248803371274248,53,-0.007892424452775982,-0.007684172890644653,-0.0077425134111359,-0.007839454355950739,-0.007758362240788974,-0.00778338547025925,7.37197976595932e-05,0.010444974559282168,0.003248803371274248,16
0.024528312683105468,0.0015519662317496868,0.002074527740478516,5.741155028628597e-05,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",-0.0031472995345990574,-0.0032585532028744377,-0.005611682883748311,-0.008392565280376208,-0.0037496374008617202,-0.004831947660491946,0.001988516521372336,41,-0.0031034430118716807,-0.0031315967772201233,-0.003078778425486694,-0.0031176857243549938,-0.0031089222820365444,-0.0031080852441940066,1.7470557979568146e-05,0.004831947660491946,0.001988516521372336,17
0.03163557052612305,0.006172304129357875,0.0020875453948974608,8.070648859065917e-05,0.1,3,200,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",-0.003149853935096051,-0.003260484123942252,-0.005608097540329709,-0.008381579425781095,-0.0037492336378437503,-0.004829849732598571,0.0019836067604832993,37,-0.0031034088582007026,-0.003131578402825326,-0.003078776873311962,-0.003117684014757839,-0.00310890829172775,-0.003108071288164716,1.746763018798096e-05,0.004829849732598571,0.0019836067604832993,18
0.0448298454284668,0.005483558799481419,0.002450704574584961,0.0005628377649781255,0.1,3,400,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400}",-0.003149861570440074,-0.0032604891843363696,-0.0056080596719041125,-0.008381462650273303,-0.0037492270998660078,-0.004829820035363973,0.0019835605890431833,33,-0.0031034076568746778,-0.003131576835431281,-0.003078773954879983,-0.0031176820889103397,-0.0031089063563548595,-0.003108069378490228,1.7468020828513172e-05,0.004829820035363973,0.0019835605890431833,19
0.022009992599487306,0.004387970391523463,0.0020676136016845705,7.609690613794826e-05,0.1,5,50,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50}",-0.007835206291781674,-0.007785394604043999,-0.011706281784054574,-0.016274323053464216,-0.008623667063066378,-0.010444974559282168,0.003248803371274248,53,-0.007892424452775982,-0.007684172890644653,-0.0077425134111359,-0.007839454355950739,-0.007758362240788974,-0.00778338547025925,7.37197976595932e-05,0.010444974559282168,0.003248803371274248,20
0.02537117004394531,0.0019639196966042623,0.0021018028259277345,2.0176805270758036e-05,0.1,5,100,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",-0.0031472995345990574,-0.0032585532028744377,-0.005611682883748311,-0.008392565280376208,-0.0037496374008617202,-0.004831947660491946,0.001988516521372336,41,-0.0031034430118716807,-0.0031315967772201233,-0.003078778425486694,-0.0031176857243549938,-0.0031089222820365444,-0.0031080852441940066,1.7470557979568146e-05,0.004831947660491946,0.001988516521372336,21
0.03209972381591797,0.0013177821183697905,0.0021308422088623046,5.327481155424833e-05,0.1,5,200,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200}",-0.003149853935096051,-0.003260484123942252,-0.005608097540329709,-0.008381579425781095,-0.0037492336378437503,-0.004829849732598571,0.0019836067604832993,37,-0.0031034088582007026,-0.003131578402825326,-0.003078776873311962,-0.003117684014757839,-0.00310890829172775,-0.003108071288164716,1.746763018798096e-05,0.004829849732598571,0.0019836067604832993,22
0.04507803916931152,0.003967170366932817,0.002719402313232422,0.0011371713182457702,0.1,5,400,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400}",-0.003149861570440074,-0.0032604891843363696,-0.0056080596719041125,-0.008381462650273303,-0.0037492270998660078,-0.004829820035363973,0.0019835605890431833,33,-0.0031034076568746778,-0.003131576835431281,-0.003078773954879983,-0.0031176820889103397,-0.0031089063563548595,-0.003108069378490228,1.7468020828513172e-05,0.004829820035363973,0.0019835605890431833,23
0.0230010986328125,0.0014922744119950128,0.0021280765533447264,1.5763345059706765e-05,0.1,7,50,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50}",-0.007835206291781674,-0.007785394604043999,-0.011706281784054574,-0.016274323053464216,-0.008623667063066378,-0.010444974559282168,0.003248803371274248,53,-0.007892424452775982,-0.007684172890644653,-0.0077425134111359,-0.007839454355950739,-0.007758362240788974,-0.00778338547025925,7.37197976595932e-05,0.010444974559282168,0.003248803371274248,24
0.024719095230102538,0.0023592493168189048,0.0023482799530029296,0.000514447378429849,0.1,7,100,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100}",-0.0031472995345990574,-0.0032585532028744377,-0.005611682883748311,-0.008392565280376208,-0.0037496374008617202,-0.004831947660491946,0.001988516521372336,41,-0.0031034430118716807,-0.0031315967772201233,-0.003078778425486694,-0.0031176857243549938,-0.0031089222820365444,-0.0031080852441940066,1.7470557979568146e-05,0.004831947660491946,0.001988516521372336,25
0.0312774658203125,0.0048751986045173145,0.002069568634033203,9.49791633899942e-05,0.1,7,200,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200}",-0.003149853935096051,-0.003260484123942252,-0.005608097540329709,-0.008381579425781095,-0.0037492336378437503,-0.004829849732598571,0.0019836067604832993,37,-0.0031034088582007026,-0.003131578402825326,-0.003078776873311962,-0.003117684014757839,-0.00310890829172775,-0.003108071288164716,1.746763018798096e-05,0.004829849732598571,0.0019836067604832993,26
0.04108924865722656,0.003948737611040357,0.0021358013153076174,8.395711804245732e-05,0.1,7,400,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400}",-0.003149861570440074,-0.0032604891843363696,-0.0056080596719041125,-0.008381462650273303,-0.0037492270998660078,-0.004829820035363973,0.0019835605890431833,33,-0.0031034076568746778,-0.003131576835431281,-0.003078773954879983,-0.0031176820889103397,-0.0031089063563548595,-0.003108069378490228,1.7468020828513172e-05,0.004829820035363973,0.0019835605890431833,27
0.02104792594909668,0.004201271670970684,0.002639961242675781,0.0010953251917961459,0.1,9,50,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 50}",-0.007835206291781674,-0.007785394604043999,-0.011706281784054574,-0.016274323053464216,-0.008623667063066378,-0.010444974559282168,0.003248803371274248,53,-0.007892424452775982,-0.007684172890644653,-0.0077425134111359,-0.007839454355950739,-0.007758362240788974,-0.00778338547025925,7.37197976595932e-05,0.010444974559282168,0.003248803371274248,28
0.021938228607177736,0.0015026005459959555,0.0026740074157714845,0.0011031219558554407,0.1,9,100,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",-0.0031472995345990574,-0.0032585532028744377,-0.005611682883748311,-0.008392565280376208,-0.0037496374008617202,-0.004831947660491946,0.001988516521372336,41,-0.0031034430118716807,-0.0031315967772201233,-0.003078778425486694,-0.0031176857243549938,-0.0031089222820365444,-0.0031080852441940066,1.7470557979568146e-05,0.004831947660491946,0.001988516521372336,29
0.030581903457641602,0.002517293507067708,0.0026414871215820314,0.0010094668136514024,0.1,9,200,"{'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",-0.003149853935096051,-0.003260484123942252,-0.005608097540329709,-0.008381579425781095,-0.0037492336378437503,-0.004829849732598571,0.0019836067604832993,37,-0.0031034088582007026,-0.003131578402825326,-0.003078776873311962,-0.003117684014757839,-0.00310890829172775,-0.003108071288164716,1.746763018798096e-05,0.004829849732598571,0.0019836067604832993,30
